Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2533","Sweet potatoes","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2533","Sweet potatoes","2013","2013","1000 tonnes","50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2013","2013","kg","0.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2533","Sweet potatoes","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5527","Seed","2535","Yams","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2535","Yams","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2535","Yams","2013","2013","1000 tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2535","Yams","2013","2013","kg","0.03","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2535","Yams","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2534","Roots, Other","2013","2013","1000 tonnes","46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2534","Roots, Other","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2534","Roots, Other","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2534","Roots, Other","2013","2013","1000 tonnes","13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2013","2013","kg","0.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2534","Roots, Other","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2536","Sugar cane","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2536","Sugar cane","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2536","Sugar cane","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2536","Sugar cane","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2013","2013","kg","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2536","Sugar cane","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2537","Sugar beet","2013","2013","1000 tonnes","9333","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2537","Sugar beet","2013","2013","1000 tonnes","537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2537","Sugar beet","2013","2013","1000 tonnes","156893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2537","Sugar beet","2013","2013","1000 tonnes","5733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2537","Sugar beet","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2537","Sugar beet","2013","2013","kg","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2537","Sugar beet","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","18","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","159","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","876","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","26991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2013","2013","kg","36.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2542","Sugar (Raw Equivalent)","2013","2013","kcal/capita/day","350","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2543","Sweeteners, Other","2013","2013","1000 tonnes","32","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2543","Sweeteners, Other","2013","2013","1000 tonnes","33","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2543","Sweeteners, Other","2013","2013","1000 tonnes","3967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2543","Sweeteners, Other","2013","2013","1000 tonnes","3510","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2013","2013","kg","4.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2013","2013","kcal/capita/day","33","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2745","Honey","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2745","Honey","2013","2013","1000 tonnes","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2745","Honey","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2745","Honey","2013","2013","1000 tonnes","487","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2745","Honey","2013","2013","kg","0.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2745","Honey","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2546","Beans","2013","2013","1000 tonnes","406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5527","Seed","2546","Beans","2013","2013","1000 tonnes","39","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2546","Beans","2013","2013","1000 tonnes","51","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2546","Beans","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2546","Beans","2013","2013","1000 tonnes","463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2546","Beans","2013","2013","kg","0.62","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2546","Beans","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2547","Peas","2013","2013","1000 tonnes","1413","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5527","Seed","2547","Peas","2013","2013","1000 tonnes","381","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2547","Peas","2013","2013","1000 tonnes","139","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2547","Peas","2013","2013","1000 tonnes","25","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2547","Peas","2013","2013","1000 tonnes","894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2547","Peas","2013","2013","kg","1.2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2547","Peas","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5521","Feed","2549","Pulses, Other and products","2013","2013","1000 tonnes","1641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5527","Seed","2549","Pulses, Other and products","2013","2013","1000 tonnes","225","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2549","Pulses, Other and products","2013","2013","1000 tonnes","86","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2549","Pulses, Other and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2549","Pulses, Other and products","2013","2013","1000 tonnes","546","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2013","2013","kg","0.74","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5123","Losses","2551","Nuts and products","2013","2013","1000 tonnes","37","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5131","Processing","2551","Nuts and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5154","Other uses (non-food)","2551","Nuts and products","2013","2013","1000 tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5142","Food","2551","Nuts and products","2013","2013","1000 tonnes","2846","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","645","Food supply quantity (kg/capita/yr)","2551","Nuts and products","2013","2013","kg","3.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","664","Food supply (kcal/capita/day)","2551","Nuts and products","2013","2013","kcal/capita/day","25","Fc","Calculated data"
