Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2517","Millet and products","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2518","Sorghum and products","2013","2013","1000 tonnes","1998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2518","Sorghum and products","2013","2013","1000 tonnes","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2518","Sorghum and products","2013","2013","1000 tonnes","178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2518","Sorghum and products","2013","2013","1000 tonnes","24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2518","Sorghum and products","2013","2013","1000 tonnes","1855","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2013","2013","kg","1.31","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2518","Sorghum and products","2013","2013","kcal/capita/day","10","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2520","Cereals, Other","2013","2013","1000 tonnes","661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2520","Cereals, Other","2013","2013","1000 tonnes","122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2520","Cereals, Other","2013","2013","1000 tonnes","53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2520","Cereals, Other","2013","2013","1000 tonnes","405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2013","2013","kg","0.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2520","Cereals, Other","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2532","Cassava and products","2013","2013","1000 tonnes","22873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2532","Cassava and products","2013","2013","1000 tonnes","138","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2532","Cassava and products","2013","2013","1000 tonnes","9257","A","Aggregate, may include official, semi-official, estimated or calculated data"
