Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","5000","World","5142","Food","2559","Cottonseed","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2559","Cottonseed","2013","2013","kg","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2559","Cottonseed","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2560","Coconuts - Incl Copra","2013","2013","1000 tonnes","154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2560","Coconuts - Incl Copra","2013","2013","1000 tonnes","2847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2560","Coconuts - Incl Copra","2013","2013","1000 tonnes","22236","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2013","2013","kg","3.18","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2560","Coconuts - Incl Copra","2013","2013","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2561","Sesame seed","2013","2013","1000 tonnes","81","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2561","Sesame seed","2013","2013","1000 tonnes","167","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2561","Sesame seed","2013","2013","1000 tonnes","1439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2013","2013","kg","0.21","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2561","Sesame seed","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2562","Palm kernels","2013","2013","1000 tonnes","13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2562","Palm kernels","2013","2013","1000 tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2562","Palm kernels","2013","2013","kg","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2562","Palm kernels","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2563","Olives (including preserved)","2013","2013","1000 tonnes","246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2563","Olives (including preserved)","2013","2013","1000 tonnes","2762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2013","2013","kg","0.39","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2563","Olives (including preserved)","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2570","Oilcrops, Other","2013","2013","1000 tonnes","232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2570","Oilcrops, Other","2013","2013","1000 tonnes","424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2570","Oilcrops, Other","2013","2013","1000 tonnes","991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2013","2013","kg","0.14","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2570","Oilcrops, Other","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2914","Vegetable Oils","2013","2013","1000 tonnes","491","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2914","Vegetable Oils","2013","2013","1000 tonnes","79593","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2914","Vegetable Oils","2013","2013","kg","11.37","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","2013","2013","kcal/capita/day","271","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2571","Soyabean Oil","2013","2013","1000 tonnes","148","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2571","Soyabean Oil","2013","2013","1000 tonnes","24343","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2013","2013","kg","3.48","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2571","Soyabean Oil","2013","2013","kcal/capita/day","82","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2572","Groundnut Oil","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2572","Groundnut Oil","2013","2013","1000 tonnes","3848","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2013","2013","kg","0.55","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2572","Groundnut Oil","2013","2013","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2573","Sunflowerseed Oil","2013","2013","1000 tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2573","Sunflowerseed Oil","2013","2013","1000 tonnes","10193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2013","2013","kg","1.46","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2573","Sunflowerseed Oil","2013","2013","kcal/capita/day","35","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2574","Rape and Mustard Oil","2013","2013","1000 tonnes","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2574","Rape and Mustard Oil","2013","2013","1000 tonnes","9803","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2574","Rape and Mustard Oil","2013","2013","kg","1.4","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2574","Rape and Mustard Oil","2013","2013","kcal/capita/day","34","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2575","Cottonseed Oil","2013","2013","1000 tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2575","Cottonseed Oil","2013","2013","1000 tonnes","3940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2575","Cottonseed Oil","2013","2013","kg","0.56","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2575","Cottonseed Oil","2013","2013","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2576","Palmkernel Oil","2013","2013","1000 tonnes","26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2576","Palmkernel Oil","2013","2013","1000 tonnes","1927","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2576","Palmkernel Oil","2013","2013","kg","0.28","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2576","Palmkernel Oil","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2577","Palm Oil","2013","2013","1000 tonnes","295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2577","Palm Oil","2013","2013","1000 tonnes","15212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2577","Palm Oil","2013","2013","kg","2.17","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2577","Palm Oil","2013","2013","kcal/capita/day","52","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2578","Coconut Oil","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2578","Coconut Oil","2013","2013","1000 tonnes","2026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2578","Coconut Oil","2013","2013","kg","0.29","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2578","Coconut Oil","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2579","Sesameseed Oil","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2579","Sesameseed Oil","2013","2013","1000 tonnes","720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2579","Sesameseed Oil","2013","2013","kg","0.1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2579","Sesameseed Oil","2013","2013","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2580","Olive Oil","2013","2013","1000 tonnes","2779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2580","Olive Oil","2013","2013","kg","0.4","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2580","Olive Oil","2013","2013","kcal/capita/day","10","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2581","Ricebran Oil","2013","2013","1000 tonnes","845","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2581","Ricebran Oil","2013","2013","kg","0.12","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2581","Ricebran Oil","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2582","Maize Germ Oil","2013","2013","1000 tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2582","Maize Germ Oil","2013","2013","1000 tonnes","2201","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2582","Maize Germ Oil","2013","2013","kg","0.31","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2582","Maize Germ Oil","2013","2013","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2586","Oilcrops Oil, Other","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2586","Oilcrops Oil, Other","2013","2013","1000 tonnes","1755","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2586","Oilcrops Oil, Other","2013","2013","kg","0.25","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2586","Oilcrops Oil, Other","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2918","Vegetables","2013","2013","1000 tonnes","114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2918","Vegetables","2013","2013","1000 tonnes","89719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2918","Vegetables","2013","2013","1000 tonnes","982974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2918","Vegetables","2013","2013","kg","140.48","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2918","Vegetables","2013","2013","kcal/capita/day","95","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2601","Tomatoes and products","2013","2013","1000 tonnes","13417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2601","Tomatoes and products","2013","2013","1000 tonnes","144086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2601","Tomatoes and products","2013","2013","kg","20.59","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2601","Tomatoes and products","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2602","Onions","2013","2013","1000 tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2602","Onions","2013","2013","1000 tonnes","6519","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2602","Onions","2013","2013","1000 tonnes","76757","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2602","Onions","2013","2013","kg","10.97","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2602","Onions","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5527","Seed","2605","Vegetables, Other","2013","2013","1000 tonnes","106","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2605","Vegetables, Other","2013","2013","1000 tonnes","69783","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2605","Vegetables, Other","2013","2013","1000 tonnes","762131","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2605","Vegetables, Other","2013","2013","kg","108.92","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2605","Vegetables, Other","2013","2013","kcal/capita/day","74","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2919","Fruits - Excluding Wine","2013","2013","1000 tonnes","60356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2919","Fruits - Excluding Wine","2013","2013","1000 tonnes","544877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2013","2013","kg","77.87","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","2013","2013","kcal/capita/day","97","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2611","Oranges, Mandarines","2013","2013","1000 tonnes","6894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2611","Oranges, Mandarines","2013","2013","1000 tonnes","86693","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2611","Oranges, Mandarines","2013","2013","kg","12.39","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2611","Oranges, Mandarines","2013","2013","kcal/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2612","Lemons, Limes and products","2013","2013","1000 tonnes","1424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2612","Lemons, Limes and products","2013","2013","1000 tonnes","14192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2612","Lemons, Limes and products","2013","2013","kg","2.03","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2612","Lemons, Limes and products","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2613","Grapefruit and products","2013","2013","1000 tonnes","685","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2613","Grapefruit and products","2013","2013","1000 tonnes","8287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2613","Grapefruit and products","2013","2013","kg","1.18","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2613","Grapefruit and products","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2614","Citrus, Other","2013","2013","1000 tonnes","810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2614","Citrus, Other","2013","2013","1000 tonnes","11366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2614","Citrus, Other","2013","2013","kg","1.62","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2614","Citrus, Other","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2615","Bananas","2013","2013","1000 tonnes","15294","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2615","Bananas","2013","2013","1000 tonnes","85948","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2615","Bananas","2013","2013","kg","12.28","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2615","Bananas","2013","2013","kcal/capita/day","21","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2616","Plantains","2013","2013","1000 tonnes","3221","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2616","Plantains","2013","2013","1000 tonnes","22867","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2616","Plantains","2013","2013","kg","3.27","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2616","Plantains","2013","2013","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2617","Apples and products","2013","2013","1000 tonnes","7028","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2617","Apples and products","2013","2013","1000 tonnes","70667","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2617","Apples and products","2013","2013","kg","10.1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2617","Apples and products","2013","2013","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2618","Pineapples and products","2013","2013","1000 tonnes","2746","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2618","Pineapples and products","2013","2013","1000 tonnes","20769","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2618","Pineapples and products","2013","2013","kg","2.97","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2618","Pineapples and products","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2619","Dates","2013","2013","1000 tonnes","566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2619","Dates","2013","2013","1000 tonnes","6501","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2619","Dates","2013","2013","kg","0.93","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2619","Dates","2013","2013","kcal/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","3637","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","32107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2620","Grapes and products (excl wine)","2013","2013","kg","4.59","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2620","Grapes and products (excl wine)","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2625","Fruits, Other","2013","2013","1000 tonnes","18050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2625","Fruits, Other","2013","2013","1000 tonnes","185479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2625","Fruits, Other","2013","2013","kg","26.51","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2625","Fruits, Other","2013","2013","kcal/capita/day","31","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2922","Stimulants","2013","2013","1000 tonnes","385","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2922","Stimulants","2013","2013","1000 tonnes","18778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2922","Stimulants","2013","2013","kg","2.68","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2922","Stimulants","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2630","Coffee and products","2013","2013","1000 tonnes","113","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2630","Coffee and products","2013","2013","1000 tonnes","8099","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2630","Coffee and products","2013","2013","kg","1.16","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2630","Coffee and products","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2633","Cocoa Beans and products","2013","2013","1000 tonnes","155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2633","Cocoa Beans and products","2013","2013","1000 tonnes","4766","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2633","Cocoa Beans and products","2013","2013","kg","0.68","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2633","Cocoa Beans and products","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2635","Tea (including mate)","2013","2013","1000 tonnes","116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2635","Tea (including mate)","2013","2013","1000 tonnes","5913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2635","Tea (including mate)","2013","2013","kg","0.85","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2635","Tea (including mate)","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2923","Spices","2013","2013","1000 tonnes","242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2923","Spices","2013","2013","1000 tonnes","8730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2923","Spices","2013","2013","kg","1.25","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2923","Spices","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2640","Pepper","2013","2013","1000 tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2640","Pepper","2013","2013","1000 tonnes","408","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2640","Pepper","2013","2013","kg","0.06","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2640","Pepper","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2641","Pimento","2013","2013","1000 tonnes","138","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","5142","Food","2641","Pimento","2013","2013","1000 tonnes","3149","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5000","World","645","Food supply quantity (kg/capita/yr)","2641","Pimento","2013","2013","kg","0.45","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","664","Food supply (kcal/capita/day)","2641","Pimento","2013","2013","kcal/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","5000","World","5123","Losses","2642","Cloves","2013","2013","1000 tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
